A1SNEGAF,A1SSATIS,A1PA44,A1SEMA
1.5,6,999,9
1.833,7.125,20,3.536
1,7,20,3.321
1,8.25,999,3.179
1.5,6.875,30,3.143
1.333,9.5,999,3.179
1.5,8.75,20,2.893
1.333,9.75,999,3.036
1,9.5,999,3.964
1.167,9.25,999,2.333
1.167,4.667,999,2.464
 , ,999, 
1.333,8.5,999,3.571
2,7.5,999,2.607
 , ,5, 
2.833,8.75,20,3.964
1.167,9.75,999,3.964
1.667,8.75,999,3.821
 , ,10, 
1.833,6.75,999,2.75
1,8.75,999,3.964
3,6.125,999,3.821
1.5,9.5,20,2.179
 , ,999, 
1.333,8.75,999,2.714
1,8.375,999,3.821
1.5,8.125,999,3.429
1.167,6.5,999,3.571
1.333,7.667,999,3.571
3.667,4.75,999,3.679
1.5,8.75,999,3.679
1.5,8,999,2.607
1.333,6.625,999,2.643
1.333,7.5,999,3.25
1.833,10,999,3.321
1,8.5,999,3.179
1.167,8.75,999,1.964
1,7.75,20,2.75
3.333,5.375,999,1.929
1.2,8.125,999,2.893
1.833,7.25,40,3.964
1.667,7.5,999,3.321
1.667,7.875,999,3.429
1.5,7.5,999,2.179
2.333,7.125,999,3.571
1.667,7.333,999,2.071
1.5,6.667,999,2.75
 , ,999, 
1,7.25,999,3.179
1.667,6.625,999,2.5
2,6.5,20,3.679
1,9.25,999,3.536
1,8.625,999,2.893
1,7.875,999,2.893
1.333,7.333,999,3.679
1.333,7.75,999,3.857
1.5,6.25,999,3
1.167,7.375,999,3.821
9,8.5,999,3.036
2,8.25,15,3.536
1.833,6.875,999,2.179
2,7.125,999,1.643
2.833,5.75,999,3.286
 , ,10, 
1.667,6.25,10,3.286
1,9.375,999,3.286
2.833,6.625,999,3.143
1.333,6.25,999,3.036
 , ,20, 
1.167,6.75,999,2.179
1,8.875,999,2.893
1,8,999,3.036
1,9.125,30,2.607
1,9,999,3.107
1.5,7.375,999,3.571
1.167,6.25,999,3.393
1.167,8.25,40,3.286
1.833,8.5,50,2.643
2.333,7.875,999,3.429
2.333,4.625,999,3
1.667,6.25,20,3.429
1,9.5,999,3.286
2,6.875,40,3.536
2,8.333,999,1.679
1,10,999,3.857
1.167,9.125,999,3.536
2.833,6.25,999,2.571
1.667,4.5,40,3.429
 , ,999, 
1.333,7.25,999,3.536
 , ,10, 
1.333,7.125,999,3.679
2.167,7,999,1.5
1.167,9,999,3.286
1,8.5,999,3.821
1,9.75,999,3.143
1,9,999,3.679
1.5,8.25,999,2.893
1,8.25,999,3.536
 , ,20, 
 , ,999, 
1.333,6.5,999,3.429
 , ,999, 
1.167,8.125,999,3.571
1,8.75,999,3.571
1,8.25,999,2.75
1.333,9.875,999,3.536
1,8.25,999,3.536
 , ,15, 
1.667,7.75,999,3.571
 , ,50, 
1.667,8.5,999,3.286
2.6,8.5,999,3.964
 , ,20, 
1.167,8.375,20,3
1.667,8.25,999,3.536
1,8.625,999,3.393
1.167,8.667,999,2.857
9,6.5,8,3.714
 , ,999, 
 , ,997, 
1.167,7.5,40,2.893
1.333,7.333,999,3.679
1.333,8.667,999,2.75
1,8.25,999,3.821
1.333,7.75,999,3.429
1.333,8.125,999,2.464
1.333,8,999,3.036
1.333,8.5,999,3.536
1.167,7,999,2.75
1,6.75,999,3.964
3.167,6.5,999,3.286
1.167,6.333,999,3.25
2,6.75,20,2.607
1.5,7,999,2.321
1,8,999,3.464
1,8,999,2.893
1,8.75,999,2.714
1.167,8.125,999,3.964
1.833,6.5,999,3.321
1.333,6.875,999,2.857
1.167,7.75,999,3.679
3.667,6.25,999,3.821
1.833,8.375,999,2.821
1,8.5,20,3.964
1.5,8,999,3.429
1.167,9,999,3.571
1,8.5,999,3.679
1.8,8,50,3.679
1.333,6.875,999,2.5
 , ,999, 
1.333,7.75,30,1.786
 , ,20, 
2,8.25,999,3.821
1.167,7.5,15,2.857
3,6.75,999,2.286
1.5,6.75,999,2.214
1.167,8.75,999,3.964
2.167,7.667,999,2
1.5,7,999,3.429
1.5,8.625,40,3.679
1.167,8.5,999,3.821
1.167,8.875,999,3.286
1.167,8,15,3.571
1.167,8.25,999,3.821
1.167,8.25,999,2.857
2,7,13,1.964
1.667,8.375,999,2.429
2.333,7.5,40,3.143
2.167,8,999,2.5
1,7.333,999,3.821
4,3,30,1.857
1.333,6,999,2.321
1.667,7.875,999,3.321
1.667,7.25,20,3.321
 , ,999, 
 , ,999, 
1,9.375,999,3.821
1.333,7.75,999,3.714
2.333,7,999,1.25
 , ,999, 
3.333,6.125,999,3.964
3.5,3.333,999,3.964
2.833,6.75,999,2.214
1,5.333,999,1.786
1.5,8.375,999,3.821
1.167,8.25,40,1.786
1.167,9.75,999,3.714
1.333,6.75,999,2.607
1.167,9,999,3.821
1.833,8.333,999,3
1.167,9.125,999,3.964
1,4.5,999,2.714
1,10,999,3.333
1.667,8.25,999,3.036
 , ,999, 
1.75,5.667,999,9
1,8.25,999,3.714
1.333,7,999,3.036
1,10,999,3.964
1,8.167,999,3.393
1.167,6.25,30,3
1.5,7.125,999,2.75
1.333,8.75,20,3.821
1.5,8.5,40,2.857
1.833,7.333,40,2.786
1.333,8,999,2.321
1,8.875,999,2.607
1.667,8.25,999,3.143
 , ,19, 
1.667,8,999,3.286
9,8.667,999,9
1.5,9,30,3.25
9,8.75,999,3.964
 , ,999, 
1.667,5.875,999,3.286
1,7.5,999,2.607
1.167,8.5,999,3.036
1.5,9.125,999,3.429
1,9.75,999,3.964
1,8.75,999,9
 , ,999, 
1.167,8.5,999,2.893
1.833,5.75,15,3.036
1.667,7,999,3.821
1,9.125,999,3.964
1,8.125,999,3.679
1.167,8.667,20,2.893
1.833,8.125,999,3.857
1.333,9.333,999,3.964
2.333,9,999,2.464
1,8.875,999,2.893
1.333,7.5,999,2.821
2.667,5.833,999,3.429
1.333,8.25,999,2.321
2.5,6.75,999,3.143
 , ,999, 
1,7.875,999,3.571
1,10,999,3.964
1,5.75,40,2.821
1.333,8,999,3.464
1,10,999,3.964
1.5,7.125,30,3.821
 , ,999, 
1,7.667,999,3.679
1.333,8.75,999,3.964
 , ,20, 
1,8.5,999,3.536
1.5,8.667,999,3.143
1.167,7.25,999,3.143
1,9.75,999,3.821
1.333,7,999,3.679
1,8.75,999,3.571
1.333,6.25,999,3.143
1.667,7.5,40,3.143
1.333,7.875,999,3.536
1.5,6,40,3.679
2.667,4.667,999,3.393
1,8.625,999,3.821
1.167,9.75,999,2.75
1.333,8.125,999,3.536
1.833,8.25,999,2.75
1.667,8.375,999,2.893
1.667,8.75,999,3.821
1.333,7,999,3.714
1.5,7.75,30,3.429
 , ,15, 
 , ,999, 
1.167,8,999,3.25
1.5,8.25,999,2.75
1.333,8.5,999,3.25
1.333,9.125,999,3.821
1,7.25,40,3.536
1.167,9,999,3.964
1,8.25,999,3.964
1.333,8.5,999,3.821
1,9,999,3.321
1.167,8.25,999,3.429
1.167,9.25,999,3.821
 , ,999, 
1,9.5,999,3.964
1,7.667,999,3.679
1.833,8,20,1.393
1.5,6.625,999,2.893
1,8.125,999,2.714
3.167,4.625,20,3
1,8.375,999,3.536
 , ,30, 
1,8,999,3.393
2,10,9,2.821
1.833,8,999,3.964
1.5,7.75,999,3.857
 , ,30, 
 , ,999, 
2,8,999,3.179
1.667,9.25,999,3.821
1.5,7.125,25,1.964
1.167,8.25,999,2.607
1,7.625,999,3.714
2.5,4.5,999,3.429
1.333,7.75,20,3.714
2.667,7.125,999,3.536
 , ,24, 
1,9,30,3.964
3,8,999,2.179
1.833,8.333,999,3.964
1.333,6.5,999,2.893
2,7.25,40,1.786
3,9.125,999,1.071
1,8.625,20,3.036
1,8.375,999,3.179
1,6.25,999,2.214
1,8.625,999,3.286
4,7,999,3.571
9,4.625,999,3.714
 , ,999, 
1.167,8.5,999,3.857
1.167,8.75,40,3.964
1.333,8.25,15,1.786
1,9.125,999,2.821
1.667,9,999,1.357
1,7.75,20,2.792
1.667,8,999,3.179
1.167,8.125,999,3.821
2,6.625,999,3.679
2,8.625,999,3
1.333,7,999,3
1.667,8.5,999,2.964
1,9.125,999,3.964
1.333,7.5,999,3.429
 , ,999, 
1.667,7.625,999,3.286
1.333,5.5,999,2.036
1.167,8.25,999,3.679
1.333,8.125,999,3.964
1.333,8.125,999,3.143
1.167,7.625,999,3.536
1.167,9.833,999,3.964
1,7.25,999,3.821
1.167,9.75,999,3.964
2.5,8.75,999,3.036
2.167,5.667,999,2.5
1.833,5.125,10,3.321
1.667,7.125,999,3.179
 , ,999, 
1.667,9,40,3.964
1,6,999,3
2.333,6.625,999,3.429
1.333,9.375,999,3.964
3,6.75,999,3.393
1.167,7.875,999,3.857
1,6.875,999,2.714
 , ,999, 
1,9.25,999,3.571
3.833,2.375,80,1.786
1.833,8.75,999,2.5
1.5,8.875,30,3.958
1.333,7.375,999,2.214
1.167,7.75,999,3.536
1.5,8.75,20,3.464
1,6.75,30,1.643
1,9,999,3.679
1.833,7,999,2.929
 , ,999, 
1,8.625,999,1.643
 , ,999, 
2,5.625,999,3.107
1.667,8.125,999,1.643
2.333,4.625,999,3.143
2.833,5.75,999,3.429
1.5,6.75,999,3.393
1.667,8.5,999,3.857
2,6.25,999,2.893
1.333,7.5,999,2.464
1.167,8.75,999,2.464
1,10,999,3.964
 , ,999, 
 , ,40, 
 , ,20, 
 , ,40, 
1.333,9,999,3.536
2.333,8.25,999,2.464
2.333,7.125,999,3.107
2.5,8.25,999,2.357
2,7.75,20,1.929
1.5,6,999,3.036
 , ,999, 
1.167,8.25,999,3.429
 , ,999, 
1.333,8.125,999,3
 , ,999, 
2.667,4.333,999,2.536
1.333,6.375,20,3.286
1.167,8.25,15,3.964
2.167,8,999,3.429
2.167,7.5,20,3.714
1.667,8,35,2.893
1.667,7.375,999,3
 , ,15, 
3.5,5.125,999,3.821
1.5,8.5,999,1.643
1,8.5,999,2.071
1.167,7.75,999,3.143
1,7.125,999,1.786
1,8.125,999,3.821
1.333,8.375,20,3.714
1,8.5,999,3.964
1.667,7.25,999,3.179
1,9.75,999,3.964
1.667,8,999,1.893
 , ,35, 
1,7.875,999,3.679
1.167,8,999,3.571
1.167,9,999,3.964
1.833,7.5,20,2.607
1.167,8,40,3.143
 , ,999, 
1,9.25,999,3.964
1.667,7.25,999,3.679
1,8.5,999,3.964
1,8.625,999,3.429
1,6.875,40,3.964
1,8.5,30,3.821
1.167,9,999,2.75
 , ,30, 
2.333,9.333,50,2.857
1.667,8.667,999,3.571
 , ,999, 
 , ,999, 
 , ,40, 
2.333,5,999,2.179
1.833,7.625,999,2.179
1.833,7.5,999,1.393
1.667,6.5,999,3.286
1,7.75,999,3.571
1.333,6.5,999,3.179
 , ,30, 
2.167,4.75,20,2.071
1.333,6.5,999,3.429
1.667,8.125,999,2.357
1.167,9.25,999,3.964
1.167,5.5,999,2.571
2,7.667,999,1.393
1.333,7.375,999,3.143
1,6.875,20,2.893
 , ,40, 
1.333,9,999,3.393
1,9,999,3.536
 , ,20, 
1.167,8.5,999,3.429
2,7.125,999,2.607
 , ,999, 
1.5,9.625,999,3.821
2.333,5.75,999,3.679
1,7.375,999,3.571
1,7.5,999,3.714
2.333,7.125,999,3.964
2,6.25,999,3.429
1.667,7.875,999,3.179
2.167,6.75,40,3.857
 , ,13, 
1.333,8.375,999,2.179
1.667,8,999,3.107
1.5,9,999,3.821
2.5,7.625,999,2.607
 , ,999, 
1,9.75,999,3.964
1,9.5,20,3.821
1.667,9.375,999,3.429
1,8,20,3.464
1.667,8.375,999,1.107
 , ,999, 
2,7.5,999,3.036
1.667,7.25,999,2.75
 , ,999, 
1,7.25,999,3.429
2,5.5,40,3.321
1,10,999,3.964
 , ,999, 
1,8.5,999,3.321
1.167,7.625,30,1.786
1,9.75,50,2.071
2.167,6.667,999,3.179
1.8,5.25,999,3.179
1.167,9,999,3.107
1,9,999,3.857
3.167,6,60,1.393
1,7,999,3.429
3.167,6,999,2.321
1,8.75,999,1.786
1.333,6.333,999,1.643
 , ,20, 
2,5.625,999,3.286
1.333,7.875,999,3.964
2,9.5,999,3.964
 , ,999, 
1,7,999,3.179
1.167,6.5,40,3.25
1.667,8,999,2.464
1.167,6.625,999,3.679
1.5,7.875,999,3.286
2.667,6.5,999,3.857
9,5.25,50,1.25
1.333,7,999,2.357
1,8,30,3.679
1.333,7.875,999,3.571
1,8,999,3.679
1.833,8,30,3.429
2.167,6.333,999,3.286
2.333,6.667,999,1.643
1,9,10,2.036
1,7.375,999,3.964
1.333,9.75,999,3.571
1.167,7.5,999,1.786
1,9.167,40,3.964
1,9.5,999,3.429
1,9.875,999,3.964
1.833,9,999,2.464
2.667,7.25,999,2.714
 , ,40, 
1,8.5,999,1.75
1.333,8,999,3.036
1,7.75,999,3.667
2,5.875,999,2.429
1.833,6.25,999,3.179
1.5,8.375,999,2.542
1.167,8.25,40,3.964
1.167,9.5,999,3.964
1.167,7,999,2.75
 , ,999, 
1.5,7.875,999,3.679
1.167,8.875,999,3.393
1.167,8.875,999,3.821
1.167,8.75,999,2.321
 , ,999, 
1.833,7.75,30,3.179
1.167,8.75,999,2.429
1.333,7.875,999,3.964
1.167,4.333,999,3.821
1.167,8.25,10,3.429
1,9,40,3.714
2.333,8.625,999,2
1,8.5,999,1.929
 , ,20, 
 , ,20, 
2.833,5.375,999,3.393
3,6,999,2.464
1,8.25,10,3.536
1,8.375,999,3.679
1,8.125,999,3.679
1.333,8.75,999,3.821
 , ,999, 
1.333,7.375,999,3.143
1.5,9.75,20,3.821
1,9.333,20,3.964
 , ,999, 
1.167,7.5,999,3.036
1.167,8.125,999,3.571
 , ,999, 
1.833,8.125,999,3.571
1,9,999,3.464
2.5,7.125,40,2.071
1.667,6,999,3.75
1.167,8.5,999,3.036
1.333,6,999,3.429
1.5,7,999,2.643
1,7.5,999,3.964
2.833,6.25,999,9
2.667,4.5,999,3.036
 , ,30, 
1.667,6.625,20,3.75
 , ,999, 
1.667,8.375,999,3.679
 , ,999, 
2.667,6.75,999,2.5
 , ,999, 
1.167,8.875,999,3.393
2.667,6.875,999,1.393
1.833,7.667,999,3.429
1.833,7.333,999,2.643
1,9.25,20,3.286
1,8.125,999,3.286
3.333,9.5,999,3.536
1.667,8.625,999,2.643
1,7.875,999,3.821
3,7,999,2.893
1.5,7.5,999,3.036
2.333,4.333,999,2.964
 , ,999, 
 , ,15, 
2,7.5,20,1.929
1.333,9,999,3.429
 , ,999, 
1,9.25,999,3.536
1.167,8.375,999,3.857
2.333,6.125,4,2.5
1.333,8.333,999,3.964
1,7.75,999,3.321
1,7.75,999,3.571
2,8.25,999,3.25
2,7.875,999,2.679
1.333,6.25,999,3.536
1,9.25,999,3.964
1.333,7.125,999,1.357
2.167,7.5,999,3.571
1.333,7.875,999,2.714
1.833,8.625,999,3.679
 , ,999, 
1.667,9.25,999,3.964
1,9,999,3.429
1.667,8,999,3.179
 , ,999, 
1.833,7.125,999,3.143
1,8.375,999,3.679
1,8,999,3.821
 , ,999, 
1,7.625,999,3.964
1.333,7.667,999,2.5
1.167,9,999,3.964
1.667,7,20,3.536
1.333,7.375,999,.964
2.167,6,20,3.821
3.667,6.75,6,3.179
1,9.25,2,2.5
1.5,7,999,2.714
1.5,8,999,3.179
2.5,7.75,20,3.571
1,8,999,3
1.167,7.75,999,3
2,6.5,20,3.964
2,5.75,40,1.536
3.167,7,999,1.929
1.5,8.25,999,3.143
1.667,7.625,999,2.5
1.667,6.333,999,2.464
1,8.5,20,3.429
 , ,30, 
1.5,9.5,999,3
1.333,9,999,3.964
2.667,9.25,999,3.964
1.333,7.25,999,3.964
2,6.875,997,2.321
1.167,6.5,999,3.286
1.333,8.375,999,3
2,7,999,3.393
2.333,4.75,20,2.464
1.333,8.333,999,3.571
1,7,25,2.75
1.333,9.125,999,3.964
1,9.5,999,2.357
1,10,10,3.964
1,7.5,25,2.857
1.333,7.667,999,3.429
1.167,7.875,999,3.821
1.5,9,999,3.821
1.167,8.5,999,2.357
1,8,999,2.857
1.333,7.25,20,3
1.167,7.25,999,3.286
1.167,8,999,3.393
1.5,7.375,7,3.679
1.333,8,999,2.036
1,8.5,999,3.964
1,7.75,999,3.536
 , ,999, 
1.833,8.75,20,2.964
3.667,8.333,999,3.821
1,7.5,999,2.214
1.5,5.333,40,3.179
1.5,8.5,999,3
1.333,7.667,999,3.286
2,5.5,20,1.417
1,9.75,999,3.571
2.333,7.25,999,3.143
2,9.25,999,3.714
1.5,4.75,8,3.036
1,10,999,3.964
2,7.25,20,2.357
 , ,20, 
1,8.75,999,3.821
1.5,5.75,999,1.929
1.333,6.5,999,3.429
1.333,8.25,999,2.893
1,8.75,999,2.857
1.167,6.75,15,2.607
1,6,40,3.714
1,8,999,2.857
1,7.5,999,3.107
1,8,999,3.714
1.833,7.333,999,3.679
1.167,5,999,3.821
1.167,8.5,40,3.321
 , ,21, 
3,5,80,3.964
1.167,8.5,999,3
1.833,8.25,999,3.571
1,8.625,40,2.536
1.833,8.5,999,3.964
1.167,7.75,999,2.5
1.833,8.625,999,3.393
 , ,999, 
1.333,8.25,999,3.821
1.333,6,999,2.571
1,7.375,999,3.679
1.167,8.25,20,2.071
1.167,9.333,999,1.214
1.333,6.333,999,2.214
1.333,8.125,999,2.857
1,9.25,999,3.964
2.5,3,999,2.393
1.667,7,25,3.679
 , ,5, 
1,9.625,999,3.536
1.667,8,999,2.214
1,6.625,999,.964
2.667,7.5,999,3.679
 , ,8, 
1.167,7.125,999,3.964
1.167,8.375,999,9
1.5,8.25,999,9
1.167,8.667,60,3.036
1,9.625,40,3.286
1.5,7.625,999,3.286
1.167,8.5,999,3.286
1.333,9.5,999,3.429
3.667,7.125,999,2.964
1.167,7.875,999,3.821
1,6,999,3.821
 , ,3, 
1.167,8.125,999,2.893
 , ,999, 
 , ,15, 
1.667,8,20,2.214
1,7.875,999,2.607
2.333,5.5,999,1.536
1.167,7,999,2.786
 , ,999, 
1,8.25,999,3.714
1.333,7.333,999,2.143
1.167,9.25,999,2.321
1,9,999,3.321
1,7.875,999,3.857
1,8.375,999,3.571
2.167,5.25,13,3.667
 , ,60, 
1,8.5,999,3.179
1.333,7.75,20,3.179
1.167,8.625,999,3.143
1.333,8.875,999,3.964
1,7,999,1.893
1.833,6,999,2.357
1,8,999,2.857
1.333,7.125,35,3.821
 , ,999, 
1.333,8.75,50,3.143
1,9.125,999,3.429
1,9,999,1.929
 , ,20, 
1,7.25,20,3
1.167,9.25,999,3.393
2,6.167,999,3.571
2.667,7.5,20,3.179
1.333,9,999,3.964
1,9.75,999,3.964
1.333,7.875,999,3.571
1.667,7.25,999,3.964
2.833,6,999,2.042
2.5,6.75,999,1.464
2,7.25,999,3.286
 , ,999, 
1.667,7.375,999,2.393
1.333,8.125,999,3.821
2.5,9.25,999,3.607
1.833,8.5,60,1.75
 , ,30, 
1.167,7.25,999,3.964
1.333,9,999,3.036
 , ,20, 
1.333,8,999,2.607
2,4.667,35,3
2,7.5,999,2.179
1.667,7.5,999,1.786
1.167,9.5,999,3.107
1,7.375,999,2.792
1,8.625,999,3.036
2.5,5.75,999,1.679
2.5,7.25,999,2.464
1.167,7.75,999,3.964
1.5,6.625,999,3.821
1,8,999,2.75
1.833,8.875,10,3.821
1.333,9.75,999,2.571
1,8.5,999,3.571
1,8.5,20,3.25
1.833,6,20,3.036
1.667,8.5,15,3.429
1.333,8.25,999,3
1.667,8.25,999,3.714
2.667,6.5,999,3.143
1.5,9.625,999,3.679
1,7,999,2.464
2,8.333,50,3.857
9,7.625,10,1.929
1.5,7,999,3.821
1.667,7.625,20,3.536
1,9.25,999,3.964
1.833,6.75,999,3.571
1,10,999,2.75
1.333,7.5,999,3.964
1.833,7.5,20,3
1.667,7.625,30,3.679
 , ,13, 
2,6.667,999,1.893
1.167,7.875,40,3.036
1,7.125,999,3.393
 , ,999, 
1.5,7.5,10,3.036
1,9.75,999,3.679
2.833,7,30,3.179
 , ,999, 
1,8.375,999,1.679
1,8.667,999,3.179
1.833,6.25,999,2.929
2.167,8.875,999,3.857
1,9,25,3.821
1.5,7.125,999,2.214
1,7.75,999,3.286
1.667,9,999,3.536
1.333,8.25,30,3.107
 , ,999, 
1,8.375,999,3.821
1,6.75,30,2.393
1,9.5,40,3.143
1,8.125,999,3.821
1.333,4.75,30,2.607
1.667,8.375,8,3.571
1,8.625,999,3.607
 , ,999, 
1.333,6.333,999,3.964
1.667,8,30,3.679
1.333,9.125,999,2.429
2.167,6.375,999,3.036
1.833,9.25,999,3.036
3.167,4.75,10,2.143
1,9.25,999,3.571
1.667,5.25,999,2.071
1.167,9.25,97,3.821
1,7.25,999,2.5
 , ,999, 
 , ,999, 
1.167,8.25,999,2.179
1.333,7.75,999,3.571
1.5,7.667,999,3.286
1,6,999,2.357
1.667,7.5,20,1.679
1.667,7.75,999,3.429
1,9.333,999,2.429
1.333,6.75,999,2.857
1,7.5,999,3
1,8.375,999,3.821
1.333,8.25,999,3.571
1.667,7.375,38,3.679
4,5.875,999,.964
1,8.75,30,3.857
1.5,7.5,999,3.607
1,9.375,999,3.286
1,8.875,999,3.571
1.333,7.875,999,3.143
1.333,9,999,2.964
3,4,999,3.429
1,7,999,3.607
1,8.875,30,2.143
1.5,7.25,999,3.286
1.5,9,999,3.286
1.5,6,999,3.679
3,5.25,25,3.536
1.167,8,999,3.321
 , ,999, 
1.5,8.625,40,3.821
1,8.25,999,3.714
1,8.125,999,2.429
1.333,6.5,999,3.5
1.167,9,999,2.857
1.833,7.5,30,3.25
 , ,999, 
1,7.5,999,3.821
1.5,8.125,999,3.679
 , ,999, 
 , ,30, 
1,10,999,3.964
1.833,4.667,999,3.857
1.5,6.5,999,3
3.167,7.75,999,3.571
1,7.75,10,3.571
2.167,5.125,999,3.429
2,7.5,999,2.643
1,8.5,999,3.571
1,7.75,999,3.036
1.667,8,30,2.714
 , ,999, 
1.333,7.625,999,3.714
1.167,6.25,999,3.036
1.167,7.667,999,3.679
1.5,8.5,999,2.75
1.5,7.5,999,2.75
1.333,8.25,999,3.393
1,9,999,3.821
1,8.875,999,1.607
1.667,8,40,2.893
4,2,40,1.929
 , ,999, 
3.833,6,999,3.179
1,9.25,999,3.821
1.5,7,18,3.821
1.833,7.333,999,2.036
2.167,4,999,2.714
1.333,9,30,1.5
4,6.5,999,2.429
1.333,8.875,999,2.571
1.5,8.25,999,3
1.5,6,30,3.107
2.6,6.5,999,3.964
1,8.875,40,3.714
1.5,8.375,999,3.964
 , ,40, 
1.167,7.25,999,3.036
2.333,9.25,999,3.964
1,10,999,2.964
1,10,999,3.393
1.667,8,999,2.929
1,9.667,999,3.964
2,7.375,999,3.25
1.667,8.375,999,3.571
1.5,9.25,999,3.964
1.833,9.125,20,3.857
2,7.75,20,3.679
1.333,8.25,20,3.679
1.167,8.25,10,3.321
1.667,9.625,999,3.964
3.333,5.25,50,3.679
2,8,50,2.357
3.167,6,20,2.179
1.5,8,999,3.821
1.833,6.5,999,3.964
1.167,8.75,999,3.667
1,9,999,3.393
3,8,999,3.821
1.167,9.25,999,3.964
1.5,7.875,999,3.464
1.833,6.25,999,3.679
1,7.5,999,3.679
1.4,8.375,999,3.964
1.667,3,30,3.393
1.167,8.25,999,3.821
1.833,7,10,3.464
1,6.25,40,3.679
1.5,7,999,3.964
2.667,5.125,999,3.393
1.833,7.625,999,2.643
1.833,5.5,999,3
1.667,7.25,10,3.714
1.167,8.25,7,2.571
1.333,8,999,3.107
1.333,8.25,999,1.5
1.833,7.75,20,3.607
2.333,7.667,999,3.964
2.833,8.125,999,3.714
 , ,999, 
1.5,6.125,999,3.821
 , ,999, 
1,7.375,999,3.571
1,6.25,20,3.143
1,8.25,999,3.714
1,8.75,999,3.25
1.167,6.875,40,1.536
1.667,9.25,999,2.321
1,8.625,999,2.857
1.5,7.125,999,3.571
1,9,999,3.679
1.333,8.25,999,3.393
2.167,6.5,999,3.286
 , ,20, 
 , ,999, 
2.167,6.875,999,2.857
2.667,6.75,999,2
1.5,6.75,999,1.643
4.5,3.5,999,2.179
1,9.25,999,3.679
1.167,7,999,1.893
1.167,8.5,999,1.786
2.5,6.25,999,3.4
1.5,8.5,999,1.821
2.5,7.875,999,3.536
1.333,7,999,3.036
1,10,999,3.536
1.5,6,20,3.429
1,9.25,999,3.571
1.167,7.333,999,3.429
1.667,8.125,999,3.25
 , ,20, 
2.833,7.25,40,3.714
1.333,6.625,999,3.536
1.333,6.75,999,2.036
1.167,9.25,999,1.929
 , ,999, 
1.833,4.25,999,2.893
1.667,5.75,999,2.85
2.167,7,12,3.429
1.5,8.375,999,2.571
1,9.25,999,1.536
1.333,8.5,999,3.429
1.333,8.875,999,9
1.5,6.875,999,3.857
 , ,999, 
1.333,7.875,40,2.607
1,8.5,999,3.964
1.5,9,999,3.143
3,8,999,2.143
 , ,999, 
1,8.875,999,3.679
2.167,7.5,10,3
1.167,8,999,2.25
1.667,6.75,20,3.857
1,9,999,1.643
1,8,30,3.393
 , ,999, 
1.667,8.75,999,3.714
1.5,6.75,20,2.214
1.167,7.5,20,3.964
2.5,8,30,1.786
 , ,999, 
1.167,7.333,999,2.893
 , ,999, 
2,6.25,999,3.857
1,8.25,999,2.071
1,8.75,999,3.536
1,8.875,999,3.429
1.667,4,999,2.964
1.5,9.333,40,3.964
1.5,9,999,3.679
1.667,5.25,5,1.893
1,7.75,999,3.857
1,7.5,30,3.714
1.667,9,999,2.714
1.333,9.333,999,3.821
1,9.75,999,3.821
2.5,6.25,5,3.964
1,7,999,3.964
1,8.5,20,3.964
1.333,7.625,999,3.679
1.167,7.75,999,3.571
1.333,7.875,999,3
1.333,8.375,999,3.536
1.5,6.75,999,1.536
1,8.25,999,3.179
2,6.625,999,3.679
2.167,6,999,1.107
3.5,7.875,999,1.893
2.5,6.5,999,3.429
1.333,7,999,2.964
1.333,8.75,999,1.929
1,6,999,3.536
2,8.5,999,3.571
1.167,8.125,999,3.286
1.167,8.5,999,3.286
1,8.5,20,3.964
1.333,8.5,999,2.75
1,8.25,40,2.179
1.5,7,30,3.964
2.333,8.75,999,1.893
1,8.5,999,3.286
1,9,15,3.964
2.333,7,999,2.714
1.833,7.25,999,3.429
 , ,40, 
1,9.75,999,3.036
1,7.125,999,1.929
1.333,9.5,20,3.964
1,4.25,999,2.857
1.5,7.5,30,3.036
1,8,999,3.964
2.5,6.625,999,3.679
1.667,5.5,40,.964
1.5,8,999,3.286
1.667,7.75,999,2.321
 , ,999, 
1.333,6.667,999,3.286
1,8.375,999,3.143
 , ,999, 
1.333,7.75,999,3.536
1.333,8,999,3.964
1.167,8,999,3.571
1.167,6.625,999,1.929
1.833,7,999,3.821
3,9.25,20,2.857
1.833,7.5,999,2.071
 , ,999, 
1.167,7.25,999,3.143
1.333,7.875,999,1.107
1.167,6.875,999,3.536
1.833,7.25,999,3.857
1,9,999,3.857
1.833,8.75,999,3.536
3.5,6,999,3.393
1.5,8.125,999,3.571
 , ,999, 
1.167,7.625,999,3.393
1,10,999,1.5
1,8.5,999,2.5
1.167,8.625,999,3.964
1.167,7.333,999,3.286
1.833,8.5,10,2.071
1,9.75,999,2.214
1,8.125,999,3.036
1.333,7.875,999,3.464
1,7.75,999,2.857
2.667,7.5,999,3.143
1.667,7.5,40,1.464
 , ,40, 
2.5,7.375,999,2.929
1.333,8.125,999,2.071
 , ,40, 
1.833,4.75,50,1.5
 , ,999, 
1.5,7.875,999,3.571
1.167,9.25,999,3
1.333,7.875,999,3.821
1.167,8.25,999,2.571
1,8.75,999,3.679
3.333,5.75,20,2.429
1.5,7.875,999,3.143
1,9.5,999,3.393
1,8,999,3.821
 , ,999, 
1,7.625,999,3.964
1.667,8.25,999,3.821
1,8,999,2.857
1.5,3.333,60,3.429
2,6,40,1.708
 , ,999, 
1,7.25,30,3.571
